"...1","Year.x","Month.x","State","Data Status","Thousand Dollars","Megawatthours","Count","Cents/kWh","DATE","oil_emp(thousands)","U.S. Field Production of Crude Oil Thousand Barrels per Day","Labor Force Participation","Employment-Population Rate","Unemployment Rate"
867,2022,8,"WY","Final",119560.44,1399633.6,352260,8.54,2022-08-01,114.9,11985,64.4,62.1,3.5
868,2022,7,"AK","Final",99206.75,462972.47,352270,21.43,2022-07-01,122.6,11834,64.7,62.2,4
869,2022,7,"AL","Final",1118306.6,8879874.3,2719728,12.59,2022-07-01,122.6,11834,57,55.6,2.5
870,2022,7,"AR","Final",559506.52,5121244.8,1688989,10.93,2022-07-01,122.6,11834,57.4,55.5,3.2
871,2022,7,"AZ","Final",1174448.6,9784797.3,3354963,12,2022-07-01,122.6,11834,61.5,59.1,3.8
872,2022,7,"CA","Final",5790928.3,24188196,15655829,23.94,2022-07-01,122.6,11834,61.7,59.3,3.9
873,2022,7,"CO","Final",705726.52,5687394.6,2886010,12.41,2022-07-01,122.6,11834,68.1,66.2,2.7
874,2022,7,"CT","Final",517740.15,2918753.3,1696042,17.74,2022-07-01,122.6,11834,65,62.4,3.9
875,2022,7,"DC","Final",159329.04,1041513.5,334702,15.3,2022-07-01,122.6,11834,71.4,68.4,4.2
876,2022,7,"DE","Final",137844.96,1158632.9,522035,11.9,2022-07-01,122.6,11834,60.5,58,4.1
877,2022,7,"FL","Final",3222847.8,25598375,11380485,12.59,2022-07-01,122.6,11834,59.2,57.5,2.8
878,2022,7,"GA","Final",2148177.1,14928734,5284476,14.39,2022-07-01,122.6,11834,61.5,59.6,3.1
879,2022,7,"HI","Final",326949.58,789580.55,505766,41.41,2022-07-01,122.6,11834,60.1,58.1,3.3
880,2022,7,"IA","Final",602075.49,5018540.4,1681066,12,2022-07-01,122.6,11834,68.1,66.2,2.8
881,2022,7,"ID","Final",260963.9,2893655.7,976231,9.02,2022-07-01,122.6,11834,63,61.2,2.9
882,2022,7,"IL","Final",1737749.4,13408362,5995897,12.96,2022-07-01,122.6,11834,64.2,61.3,4.5
883,2022,7,"IN","Final",1131864.8,9461791,3378655,11.96,2022-07-01,122.6,11834,63.4,61.4,3.1
884,2022,7,"KS","Final",542744.25,4373491.3,1574061,12.41,2022-07-01,122.6,11834,66.5,64.7,2.6
885,2022,7,"KY","Final",819588.71,7286343,2369446,11.25,2022-07-01,122.6,11834,57.6,55.3,4
886,2022,7,"LA","Final",1121305.4,9410510.3,2448611,11.92,2022-07-01,122.6,11834,58.3,56.3,3.5
887,2022,7,"MA","Final",992139.46,4911311.8,3319758,20.2,2022-07-01,122.6,11834,65.3,62.9,3.6
888,2022,7,"MD","Final",800784.98,5989542.9,2686156,13.37,2022-07-01,122.6,11834,64.8,62.9,3
889,2022,7,"ME","Final",169492.91,963696.27,820267,17.59,2022-07-01,122.6,11834,58.9,57.4,2.6
890,2022,7,"MI","Final",1336741.6,9745962.2,5034717,13.72,2022-07-01,122.6,11834,60.4,57.9,4
891,2022,7,"MN","Final",796741.51,6183776.1,2842212,12.88,2022-07-01,122.6,11834,68.3,66.6,2.4
892,2022,7,"MO","Final",992026,8230428.8,3279458,12.05,2022-07-01,122.6,11834,62.3,60.8,2.4
893,2022,7,"MS","Final",516361.72,5021608.8,1586707,10.28,2022-07-01,122.6,11834,55,52.9,3.7
894,2022,7,"MT","Final",118870.17,1255519.5,669338,9.47,2022-07-01,122.6,11834,62.9,61.2,2.8
895,2022,7,"NC","Final",1367032.3,14027949,5607435,9.75,2022-07-01,122.6,11834,61.2,58.9,3.7
896,2022,7,"ND","Final",180303.82,2049936.8,478378,8.8,2022-07-01,122.6,11834,69,67.6,1.9
897,2022,7,"NE","Final",314919.06,3294997.3,1103400,9.56,2022-07-01,122.6,11834,69.4,67.9,2.2
898,2022,7,"NH","Final",198854.37,1055283.2,758039,18.84,2022-07-01,122.6,11834,65.6,64.1,2.3
899,2022,7,"NJ","Final",1323338.2,8419839.3,4229964,15.72,2022-07-01,122.6,11834,64.2,62.1,3.3
900,2022,7,"NM","Final",298962.28,2677677.7,1076928,11.17,2022-07-01,122.6,11834,56.4,54.3,3.6
901,2022,7,"NV","Final",532980.63,4545289.5,1449570,11.73,2022-07-01,122.6,11834,62,58.8,5.2
902,2022,7,"NY","Final",2689499.7,13868681,8498659,19.39,2022-07-01,122.6,11834,60.2,57.8,4
903,2022,7,"OH","Final",1644982.4,14295567,5727669,11.51,2022-07-01,122.6,11834,61.6,59.1,4
904,2022,7,"OK","Final",848592.43,7505373.4,2161092,11.31,2022-07-01,122.6,11834,61.7,59.8,3.1
905,2022,7,"OR","Final",454306.8,4925411.1,2099230,9.22,2022-07-01,122.6,11834,62.5,60.1,3.9
906,2022,7,"PA","Final",1694822.4,13522954,6251762,12.53,2022-07-01,122.6,11834,61.8,59.3,4
907,2022,7,"RI","Final",136529.33,792261.42,515155,17.23,2022-07-01,122.6,11834,63.8,61.8,3.2
908,2022,7,"SC","Final",976437.95,8544764.2,2879647,11.43,2022-07-01,122.6,11834,57.1,55.2,3.2
909,2022,7,"SD","Final",132442.44,1199857.5,500241,11.04,2022-07-01,122.6,11834,68.4,67,2
910,2022,7,"TN","Final",1236777.4,10463852,3596151,11.82,2022-07-01,122.6,11834,60.4,58.4,3.3
911,2022,7,"TX","Final",5383993,48125094,13949813,11.19,2022-07-01,122.6,11834,64,61.6,3.8
912,2022,7,"UT","Final",336304.96,3589102.9,1360564,9.37,2022-07-01,122.6,11834,68.8,67.2,2.4
913,2022,7,"VA","Final",1491108.6,13179183,4024437,11.31,2022-07-01,122.6,11834,64.9,63.2,2.6
914,2022,7,"VT","Final",82895.49,489732.37,383119,16.93,2022-07-01,122.6,11834,63.6,62.1,2.3
915,2022,7,"WA","Final",635543.52,7123961.9,3700290,8.92,2022-07-01,122.6,11834,64.1,61.5,4
916,2022,7,"WI","Final",812561.24,6543687.6,3158549,12.42,2022-07-01,122.6,11834,65.4,63.5,2.9
917,2022,7,"WV","Final",288917.91,2855825.6,1023208,10.12,2022-07-01,122.6,11834,54.4,52.2,4
918,2022,7,"WY","Final",119129.53,1403283.7,351723,8.49,2022-07-01,122.6,11834,64.3,62.1,3.4
919,2022,6,"AK","Final",96808.32,451731.02,352239,21.43,2022-06-01,121.4,11800,64.9,62.2,4.1
920,2022,6,"AL","Final",1005005.8,8235070.4,2720918,12.2,2022-06-01,121.4,11800,57.1,55.6,2.5
921,2022,6,"AR","Final",451844.39,4288412.6,1684412,10.54,2022-06-01,121.4,11800,57.4,55.6,3.2
922,2022,6,"AZ","Final",1033037.4,8736956.6,3349568,11.82,2022-06-01,121.4,11800,61.5,59.2,3.7
923,2022,6,"CA","Final",5063972.6,21564764,16122057,23.48,2022-06-01,121.4,11800,61.8,59.3,4
924,2022,6,"CO","Final",593152.45,4889401.8,2884967,12.13,2022-06-01,121.4,11800,68.3,66.3,2.8
925,2022,6,"CT","Final",490689.58,2300230.3,1695855,21.33,2022-06-01,121.4,11800,65.3,62.7,4
926,2022,6,"DC","Final",137557.06,923692.91,333970,14.89,2022-06-01,121.4,11800,71.4,68.2,4.4
927,2022,6,"DE","Final",112075.39,988656.38,521378,11.34,2022-06-01,121.4,11800,60.7,58.2,4.2
928,2022,6,"FL","Final",2937801.8,23518810,11368416,12.49,2022-06-01,121.4,11800,59.2,57.5,2.9
929,2022,6,"GA","Final",1941714,13775538,5278970,14.1,2022-06-01,121.4,11800,61.6,59.7,3.1
930,2022,6,"HI","Final",299298.1,740193.4,505832,40.44,2022-06-01,121.4,11800,60,58,3.3
931,2022,6,"IA","Final",520497.25,4551310.6,1679674,11.44,2022-06-01,121.4,11800,68.1,66.3,2.7
932,2022,6,"ID","Final",206295.31,2251756.3,974576,9.16,2022-06-01,121.4,11800,63.1,61.3,2.8
933,2022,6,"IL","Final",1570966.4,12345654,6012524,12.72,2022-06-01,121.4,11800,64.3,61.4,4.5
934,2022,6,"IN","Final",1028633.8,8778960.4,3380825,11.72,2022-06-01,121.4,11800,63.4,61.5,3
935,2022,6,"KS","Final",462368.44,3871983.1,1566889,11.94,2022-06-01,121.4,11800,66.5,64.8,2.6
936,2022,6,"KY","Final",735767.8,6647834.6,2372524,11.07,2022-06-01,121.4,11800,57.7,55.4,4
937,2022,6,"LA","Final",953811.2,9058119.5,2449731,10.53,2022-06-01,121.4,11800,58.4,56.3,3.5
938,2022,6,"MA","Final",822105.13,4040900.6,3329338,20.34,2022-06-01,121.4,11800,65.4,63,3.6
939,2022,6,"MD","Final",679137.21,5051800.8,2686323,13.44,2022-06-01,121.4,11800,64.9,62.9,3
940,2022,6,"ME","Final",163944.26,882269.25,853761,18.58,2022-06-01,121.4,11800,59.1,57.6,2.6
941,2022,6,"MI","Final",1201802.4,8870183.9,5031591,13.55,2022-06-01,121.4,11800,60.4,58,4
942,2022,6,"MN","Final",713100.44,5515214.6,2840697,12.93,2022-06-01,121.4,11800,68.3,66.7,2.3
943,2022,6,"MO","Final",845422.98,7153602.3,3287645,11.82,2022-06-01,121.4,11800,62.3,60.9,2.3
944,2022,6,"MS","Final",474606.79,4547496,1586835,10.44,2022-06-01,121.4,11800,55.1,53.1,3.7
945,2022,6,"MT","Final",105777.94,1160632,668077,9.11,2022-06-01,121.4,11800,63,61.3,2.7
946,2022,6,"NC","Final",1175047.1,12326797,5607531,9.53,2022-06-01,121.4,11800,61.3,59,3.6
947,2022,6,"ND","Final",172993.73,1920748.3,478088,9.01,2022-06-01,121.4,11800,69,67.7,1.9
948,2022,6,"NE","Final",271911.84,2918085.4,1103562,9.32,2022-06-01,121.4,11800,69.4,68,2.1
949,2022,6,"NH","Final",164917.75,870641.57,757854,18.94,2022-06-01,121.4,11800,65.7,64.3,2.2
950,2022,6,"NJ","Final",1017967.8,6585451.2,4239829,15.46,2022-06-01,121.4,11800,64.1,61.8,3.6
951,2022,6,"NM","Final",249921.68,2455286.9,1078014,10.18,2022-06-01,121.4,11800,56.5,54.3,3.9
952,2022,6,"NV","Final",421215.34,3889602.4,1450037,10.83,2022-06-01,121.4,11800,61.8,58.6,5.1
953,2022,6,"NY","Final",2256678.8,11906739,8507539,18.95,2022-06-01,121.4,11800,60.3,57.7,4.2
954,2022,6,"OH","Final",1446188.3,13091927,5762726,11.05,2022-06-01,121.4,11800,61.7,59.2,3.9
955,2022,6,"OK","Final",702257.33,6477425.1,2159094,10.84,2022-06-01,121.4,11800,61.7,59.9,3
956,2022,6,"OR","Final",388998.63,4268796.9,2097211,9.11,2022-06-01,121.4,11800,62.6,60.2,3.8
957,2022,6,"PA","Final",1433717.9,11897593,6245867,12.05,2022-06-01,121.4,11800,61.9,59.4,4.1
958,2022,6,"RI","Final",100239.49,536455.55,498525,18.69,2022-06-01,121.4,11800,63.9,61.9,3.1
959,2022,6,"SC","Final",842706.04,7633530.6,2887760,11.04,2022-06-01,121.4,11800,57.1,55.3,3.2
960,2022,6,"SD","Final",115887.94,1048508.6,500016,11.05,2022-06-01,121.4,11800,68.5,67.1,2
961,2022,6,"TN","Final",979379.49,8976357.5,3594907,10.91,2022-06-01,121.4,11800,60.6,58.6,3.3
962,2022,6,"TX","Final",4681450.5,44455005,13933302,10.53,2022-06-01,121.4,11800,64.1,61.7,3.8
963,2022,6,"UT","Final",265015.82,2934516.9,1358886,9.03,2022-06-01,121.4,11800,68.9,67.2,2.3
964,2022,6,"VA","Final",1154013.8,10828607,4020949,10.66,2022-06-01,121.4,11800,64.8,63.2,2.5
965,2022,6,"VT","Final",72653.05,430151.12,384019,16.89,2022-06-01,121.4,11800,63.6,62.2,2.2
966,2022,6,"WA","Final",592685.07,6688074.7,3696415,8.86,2022-06-01,121.4,11800,64.2,61.6,4
967,2022,6,"WI","Final",751246.27,5928440.2,3155880,12.67,2022-06-01,121.4,11800,65.5,63.6,2.9
968,2022,6,"WV","Final",261693.6,2624203.3,1023497,9.97,2022-06-01,121.4,11800,54.4,52.3,3.9
969,2022,6,"WY","Final",106000.39,1272214.7,351445,8.33,2022-06-01,121.4,11800,64.1,62,3.4
970,2022,5,"AK","Final",101351.47,467394.01,351612,21.68,2022-05-01,120.1,11734,64.9,62.2,4.2
971,2022,5,"AL","Final",808067.89,7180352.1,2714032,11.25,2022-05-01,120.1,11734,57.1,55.6,2.5
972,2022,5,"AR","Final",365330.06,3717688,1676402,9.83,2022-05-01,120.1,11734,57.4,55.6,3.2
973,2022,5,"AZ","Final",818986.76,7163625.3,3343652,11.43,2022-05-01,120.1,11734,61.5,59.2,3.7
974,2022,5,"CA","Final",4060103.8,18943677,15912754,21.43,2022-05-01,120.1,11734,61.8,59.3,4.1
975,2022,5,"CO","Final",484492.47,4345097.9,2882667,11.15,2022-05-01,120.1,11734,68.4,66.4,3
976,2022,5,"CT","Final",433285.86,2123741.2,1695770,20.4,2022-05-01,120.1,11734,65.6,62.9,4.1
977,2022,5,"DC","Final",120565.09,802958.68,333046,15.02,2022-05-01,120.1,11734,71.3,68,4.7
978,2022,5,"DE","Final",98741.46,842761.93,520643,11.72,2022-05-01,120.1,11734,60.8,58.3,4.2
979,2022,5,"FL","Final",2593411.6,21317429,11351216,12.17,2022-05-01,120.1,11734,59.2,57.4,3
980,2022,5,"GA","Final",1439874,11924296,5268683,12.08,2022-05-01,120.1,11734,61.7,59.8,3
981,2022,5,"HI","Final",297195.19,751785.7,505870,39.53,2022-05-01,120.1,11734,59.9,57.9,3.3
982,2022,5,"IA","Final",415188.12,4304980.3,1678621,9.64,2022-05-01,120.1,11734,68,66.3,2.6
983,2022,5,"ID","Final",159622.88,2014143.1,972525,7.93,2022-05-01,120.1,11734,63.1,61.4,2.7
984,2022,5,"IL","Final",1277395.5,10740038,6012492,11.89,2022-05-01,120.1,11734,64.3,61.4,4.5
985,2022,5,"IN","Final",899119.74,7935503.3,3377656,11.33,2022-05-01,120.1,11734,63.4,61.5,2.9
986,2022,5,"KS","Final",369422.29,3328219.4,1567130,11.1,2022-05-01,120.1,11734,66.6,64.9,2.5
987,2022,5,"KY","Final",609860.93,6009498.2,2369713,10.15,2022-05-01,120.1,11734,57.8,55.5,4
988,2022,5,"LA","Final",726495.77,7768747.5,2444375,9.35,2022-05-01,120.1,11734,58.5,56.4,3.6
989,2022,5,"MA","Final",747150.28,3877592.2,3304950,19.27,2022-05-01,120.1,11734,65.4,63,3.7
990,2022,5,"MD","Final",566006.2,4472532.6,2684249,12.66,2022-05-01,120.1,11734,64.9,62.9,3
991,2022,5,"ME","Final",167491.99,867540.13,852450,19.31,2022-05-01,120.1,11734,59.2,57.7,2.7
992,2022,5,"MI","Final",1050500.3,7949190.5,5030086,13.22,2022-05-01,120.1,11734,60.4,57.9,4
993,2022,5,"MN","Final",616504.44,5140074.3,2836857,11.99,2022-05-01,120.1,11734,68.2,66.7,2.3
994,2022,5,"MO","Final",580631.99,6004444.2,3287466,9.67,2022-05-01,120.1,11734,62.3,60.9,2.3
995,2022,5,"MS","Final",397943.02,3862217.3,1583011,10.3,2022-05-01,120.1,11734,55.2,53.2,3.7
996,2022,5,"MT","Final",109565.07,1155197.8,666090,9.48,2022-05-01,120.1,11734,63,61.3,2.7
997,2022,5,"NC","Final",1070012.5,11070755,5598922,9.67,2022-05-01,120.1,11734,61.3,59.1,3.6
998,2022,5,"ND","Final",162318.96,1919375.2,477782,8.46,2022-05-01,120.1,11734,69.1,67.8,1.9
999,2022,5,"NE","Final",224604.18,2530947.1,1100879,8.87,2022-05-01,120.1,11734,69.5,68.1,2
1000,2022,5,"NH","Final",156838.21,828566.05,758124,18.93,2022-05-01,120.1,11734,65.8,64.3,2.2
1001,2022,5,"NJ","Final",846259.66,5662130.3,4209370,14.95,2022-05-01,120.1,11734,63.9,61.5,3.8
1002,2022,5,"NM","Final",200467.37,2181755.5,1076143,9.19,2022-05-01,120.1,11734,56.6,54.3,4.1
1003,2022,5,"NV","Final",320123.16,3220764.8,1444044,9.94,2022-05-01,120.1,11734,61.5,58.4,5.1
1004,2022,5,"NY","Final",1814183.7,10423162,8501609,17.41,2022-05-01,120.1,11734,60.2,57.6,4.3
1005,2022,5,"OH","Final",1194686.2,11506875,5763587,10.38,2022-05-01,120.1,11734,61.7,59.3,3.9
1006,2022,5,"OK","Final",546624.47,5609958.3,2155658,9.74,2022-05-01,120.1,11734,61.7,59.9,2.9
1007,2022,5,"OR","Final",394277.98,4299661,2095143,9.17,2022-05-01,120.1,11734,62.6,60.3,3.7
1008,2022,5,"PA","Final",1186129.9,10726898,6249451,11.06,2022-05-01,120.1,11734,61.9,59.4,4.1
1009,2022,5,"RI","Final",102156.91,608287.14,517234,16.79,2022-05-01,120.1,11734,63.9,61.9,3
1010,2022,5,"SC","Final",716620.17,6892232.7,2868358,10.4,2022-05-01,120.1,11734,57.2,55.4,3.2
1011,2022,5,"SD","Final",102993.79,981360.43,498692,10.5,2022-05-01,120.1,11734,68.6,67.2,1.9
1012,2022,5,"TN","Final",781485.21,7695618.7,3587369,10.15,2022-05-01,120.1,11734,60.7,58.8,3.3
1013,2022,5,"TX","Final",3998988.3,39120627,13913948,10.22,2022-05-01,120.1,11734,64.1,61.7,3.8
1014,2022,5,"UT","Final",213676.85,2540873.8,1357103,8.41,2022-05-01,120.1,11734,68.8,67.3,2.3
1015,2022,5,"VA","Final",1063216.7,10232061,4016469,10.39,2022-05-01,120.1,11734,64.8,63.2,2.5
1016,2022,5,"VT","Final",71228.12,421849.85,382213,16.88,2022-05-01,120.1,11734,63.5,62.1,2.2
1017,2022,5,"WA","Final",614809.8,6828652.6,3691650,9,2022-05-01,120.1,11734,64.1,61.6,3.9
1018,2022,5,"WI","Final",662955.15,5545828,3147418,11.95,2022-05-01,120.1,11734,65.6,63.7,2.9
1019,2022,5,"WV","Final",246450.42,2564803.8,1023772,9.61,2022-05-01,120.1,11734,54.4,52.3,3.8
1020,2022,5,"WY","Final",106616.55,1273186.7,351089,8.37,2022-05-01,120.1,11734,64,61.9,3.3
1021,2022,4,"AK","Final",98753.5,481336.35,350828,20.52,2022-04-01,119.6,11770,65,62.2,4.3
1022,2022,4,"AL","Final",659386,6141774.2,2710289,10.74,2022-04-01,119.6,11770,57.1,55.6,2.5
1023,2022,4,"AR","Final",317710.34,3461438.4,1671891,9.18,2022-04-01,119.6,11770,57.4,55.6,3.1
1024,2022,4,"AZ","Final",645592.28,5912211.3,3347282,10.92,2022-04-01,119.6,11770,61.4,59.2,3.6
1025,2022,4,"CA","Final",3732968.7,18170505,15550464,20.54,2022-04-01,119.6,11770,61.9,59.2,4.2
1026,2022,4,"CO","Final",466212.06,4259490.8,2878001,10.95,2022-04-01,119.6,11770,68.5,66.3,3.1
1027,2022,4,"CT","Final",426703.5,1927369.5,1695168,22.14,2022-04-01,119.6,11770,65.8,63,4.3
1028,2022,4,"DC","Final",101382.09,700047.64,331318,14.48,2022-04-01,119.6,11770,71.1,67.6,4.9
1029,2022,4,"DE","Final",86542.82,785409.07,519711,11.02,2022-04-01,119.6,11770,60.9,58.4,4.2
1030,2022,4,"FL","Final",2253503.9,18462795,11333829,12.21,2022-04-01,119.6,11770,59.1,57.3,3.1
1031,2022,4,"GA","Final",1099019.1,10132884,5261327,10.85,2022-04-01,119.6,11770,61.7,59.9,3
1032,2022,4,"HI","Final",270471.09,713664.59,505775,37.9,2022-04-01,119.6,11770,59.8,57.8,3.3
1033,2022,4,"IA","Final",341181.31,4067513.8,1676239,8.39,2022-04-01,119.6,11770,68,66.3,2.5
1034,2022,4,"ID","Final",149189.36,1872631.8,970172,7.97,2022-04-01,119.6,11770,63.1,61.4,2.7
1035,2022,4,"IL","Final",1097959.2,9693085,6020178,11.33,2022-04-01,119.6,11770,64.3,61.4,4.5
1036,2022,4,"IN","Final",812010.76,7456010.7,3375432,10.89,2022-04-01,119.6,11770,63.3,61.5,2.9
1037,2022,4,"KS","Final",317066.92,2927103.8,1565206,10.83,2022-04-01,119.6,11770,66.6,64.9,2.5
1038,2022,4,"KY","Final",550721.9,5644321.4,2358203,9.76,2022-04-01,119.6,11770,57.8,55.5,3.9
1039,2022,4,"LA","Final",622121.67,6789848.8,2441165,9.16,2022-04-01,119.6,11770,58.5,56.4,3.6
1040,2022,4,"MA","Final",778276.92,3972757.1,3220148,19.59,2022-04-01,119.6,11770,65.4,63,3.6
1041,2022,4,"MD","Final",504411.64,4028441.3,2682572,12.52,2022-04-01,119.6,11770,64.8,62.9,3
1042,2022,4,"ME","Final",174544.29,900901.36,818222,19.37,2022-04-01,119.6,11770,59.4,57.7,2.8
1043,2022,4,"MI","Final",965742.38,7482413.1,5029621,12.91,2022-04-01,119.6,11770,60.3,57.9,4.1
1044,2022,4,"MN","Final",581032.5,4997247.2,2831862,11.63,2022-04-01,119.6,11770,68.2,66.6,2.3
1045,2022,4,"MO","Final",513934.26,5498122.2,3288635,9.35,2022-04-01,119.6,11770,62.3,60.9,2.4
1046,2022,4,"MS","Final",350531.75,3463087.5,1581233,10.12,2022-04-01,119.6,11770,55.3,53.2,3.7
1047,2022,4,"MT","Final",118128,1246646.1,663326,9.48,2022-04-01,119.6,11770,63,61.3,2.7
1048,2022,4,"NC","Final",868972.03,9393853.1,5588600,9.25,2022-04-01,119.6,11770,61.3,59.1,3.5
1049,2022,4,"ND","Final",159382.23,1930570.5,476921,8.26,2022-04-01,119.6,11770,69.2,67.8,2
1050,2022,4,"NE","Final",209338.29,2443802.8,1097225,8.57,2022-04-01,119.6,11770,69.5,68.1,1.9
1051,2022,4,"NH","Final",152327.74,795637.46,755588,19.15,2022-04-01,119.6,11770,65.8,64.3,2.2
1052,2022,4,"NJ","Final",731287.85,5083164.5,4199940,14.39,2022-04-01,119.6,11770,63.7,61.1,4.1
1053,2022,4,"NM","Final",187663.52,2011362.2,1075926,9.33,2022-04-01,119.6,11770,56.7,54.2,4.4
1054,2022,4,"NV","Final",268866.63,2738779.2,1442593,9.82,2022-04-01,119.6,11770,61.2,58.1,5.1
1055,2022,4,"NY","Final",1766914.6,10615714,8524964,16.64,2022-04-01,119.6,11770,60.2,57.5,4.4
1056,2022,4,"OH","Final",1092239.8,10891366,5710188,10.03,2022-04-01,119.6,11770,61.7,59.2,3.9
1057,2022,4,"OK","Final",414998.05,4762778,2152993,8.71,2022-04-01,119.6,11770,61.7,59.9,2.9
1058,2022,4,"OR","Final",408150.67,4440256.4,2092454,9.19,2022-04-01,119.6,11770,62.6,60.3,3.7
1059,2022,4,"PA","Final",1168573.5,10804377,6247631,10.82,2022-04-01,119.6,11770,61.9,59.3,4.1
1060,2022,4,"RI","Final",114198.74,661582.1,516608,17.26,2022-04-01,119.6,11770,63.8,61.9,3
1061,2022,4,"SC","Final",560013.68,5816258,2867188,9.63,2022-04-01,119.6,11770,57.3,55.5,3.2
1062,2022,4,"SD","Final",107288.07,1046344.8,497179,10.25,2022-04-01,119.6,11770,68.6,67.3,1.9
1063,2022,4,"TN","Final",740283.49,7284854.8,3580500,10.16,2022-04-01,119.6,11770,60.9,58.9,3.3
1064,2022,4,"TX","Final",3146746.1,34023616,13883230,9.25,2022-04-01,119.6,11770,64.1,61.6,3.8
1065,2022,4,"UT","Final",198045.17,2359205.6,1350336,8.39,2022-04-01,119.6,11770,68.8,67.2,2.3
1066,2022,4,"VA","Final",946244.04,9699136.6,4014266,9.76,2022-04-01,119.6,11770,64.8,63.1,2.6
1067,2022,4,"VT","Final",68888.88,412758.84,381629,16.69,2022-04-01,119.6,11770,63.4,62.1,2.2
1068,2022,4,"WA","Final",667674.57,7494632.8,3676844,8.91,2022-04-01,119.6,11770,64,61.5,3.9
1069,2022,4,"WI","Final",600706.76,5238410,3154849,11.47,2022-04-01,119.6,11770,65.7,63.8,2.9
1070,2022,4,"WV","Final",228535.15,2456641.9,1024232,9.3,2022-04-01,119.6,11770,54.4,52.4,3.8
1071,2022,4,"WY","Final",107597.68,1338706.9,350255,8.04,2022-04-01,119.6,11770,63.9,61.8,3.3
1072,2022,3,"AK","Final",108871.09,527440.11,350670,20.64,2022-03-01,112.7,11806,65,62.1,4.5
1073,2022,3,"AL","Final",668379.23,6487588.3,2713543,10.3,2022-03-01,112.7,11806,57.1,55.6,2.6
1074,2022,3,"AR","Final",339345.19,3795942.9,1697434,8.94,2022-03-01,112.7,11806,57.4,55.6,3.2
1075,2022,3,"AZ","Final",581314.56,5666355.4,3351327,10.26,2022-03-01,112.7,11806,61.4,59.2,3.6
1076,2022,3,"CA","Final",4089020.8,19752810,16352468,20.7,2022-03-01,112.7,11806,61.8,59.1,4.4
1077,2022,3,"CO","Final",499679.59,4575246.2,2876622,10.92,2022-03-01,112.7,11806,68.5,66.3,3.3
1078,2022,3,"CT","Final",455565.9,2199924.2,1694194,20.71,2022-03-01,112.7,11806,66,63.1,4.4
1079,2022,3,"DC","Final",118761.91,813093.3,330838,14.61,2022-03-01,112.7,11806,70.8,67.1,5.2
1080,2022,3,"DE","Final",103542.07,922140.27,519026,11.23,2022-03-01,112.7,11806,61,58.4,4.3
1081,2022,3,"FL","Final",2257946.8,18739978,11330572,12.05,2022-03-01,112.7,11806,59.1,57.2,3.2
1082,2022,3,"GA","Final",1100336.4,10643141,5263372,10.34,2022-03-01,112.7,11806,61.7,59.9,3
1083,2022,3,"HI","Final",266045.26,733935.3,505836,36.25,2022-03-01,112.7,11806,59.6,57.7,3.2
1084,2022,3,"IA","Final",366275.4,4498262.8,1678560,8.14,2022-03-01,112.7,11806,67.9,66.2,2.5
1085,2022,3,"ID","Final",158061.56,1957505.1,980790,8.07,2022-03-01,112.7,11806,63.1,61.4,2.7
1086,2022,3,"IL","Final",1168013,10684886,6019684,10.93,2022-03-01,112.7,11806,64.3,61.3,4.6
1087,2022,3,"IN","Final",871630.32,8092666.4,3457825,10.77,2022-03-01,112.7,11806,63.2,61.4,2.8
1088,2022,3,"KS","Final",329956.81,3117580.5,1562931,10.58,2022-03-01,112.7,11806,66.6,64.9,2.5
1089,2022,3,"KY","Final",565093.03,6101644.8,2364218,9.26,2022-03-01,112.7,11806,57.8,55.5,3.9
1090,2022,3,"LA","Final",617548.89,6870337,2492758,8.99,2022-03-01,112.7,11806,58.4,56.3,3.7
1091,2022,3,"MA","Final",857299.01,4092787.7,3363315,20.95,2022-03-01,112.7,11806,65.4,63,3.6
1092,2022,3,"MD","Final",581263.8,4659453.6,2680552,12.47,2022-03-01,112.7,11806,64.8,62.8,3.1
1093,2022,3,"ME","Final",198233.04,1086640.9,822947,18.24,2022-03-01,112.7,11806,59.5,57.7,3
1094,2022,3,"MI","Final",1040114.3,8191708.9,5031634,12.7,2022-03-01,112.7,11806,60.3,57.7,4.2
1095,2022,3,"MN","Final",645694.19,5666973.5,2834744,11.39,2022-03-01,112.7,11806,68.2,66.6,2.4
1096,2022,3,"MO","Final",562313.05,6134191.6,3281309,9.17,2022-03-01,112.7,11806,62.4,60.8,2.5
1097,2022,3,"MS","Final",371224.75,3704387.6,1597489,10.02,2022-03-01,112.7,11806,55.3,53.2,3.8
1098,2022,3,"MT","Final",119282.87,1313891.1,662847,9.08,2022-03-01,112.7,11806,63,61.3,2.6
1099,2022,3,"NC","Final",975019.25,10105792,5622241,9.65,2022-03-01,112.7,11806,61.3,59.1,3.5
1100,2022,3,"ND","Final",183361.53,2266167,477594,8.09,2022-03-01,112.7,11806,69.2,67.8,2
1101,2022,3,"NE","Final",229567.95,2712765.9,1092228,8.46,2022-03-01,112.7,11806,69.5,68.1,1.9
1102,2022,3,"NH","Final",175829.12,894146.36,755333,19.66,2022-03-01,112.7,11806,65.7,64.2,2.2
1103,2022,3,"NJ","Final",807428.56,5655657.8,4219281,14.28,2022-03-01,112.7,11806,63.5,60.7,4.3
1104,2022,3,"NM","Final",193691.61,2026426.6,1075657,9.56,2022-03-01,112.7,11806,56.7,54.1,4.6
